"rodne_uid","rodne_pid","site_name","uid","trid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y"
"A010028","A01","Ashland","AW14_005_05",5,4,1,NA,"Hardwood","A","density","0.1",NA,"NO","QUKE",10.5,"4","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,3,571,788,217,1261,4.13385826771654,0.243315027210971,0.0932048590816497,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010088","A01","Ashland","AW14_030_01",30,1,0,45,"Hardwood","A","density","0.1",NA,"NO","ARME",11.4,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,4.48818897637795,0.27753247938981,0.109867605317471,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010010","A01","Ashland","AW14_002_02",2,1,1,140,"Hardwood","A","density","0.1",NA,"NO","ARME",27.8,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,10.9448818897638,1.15541426963668,0.653355494718024,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010077","A01","Ashland","AW14_024_06",24,5,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",15.3,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.02362204724409,0.444398252718137,0.197898643650099,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010110","A01","Ashland","AW14_039_03",39,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",16.1,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.33858267716535,0.482155866244433,0.219134979796412,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010026","A01","Ashland","AW14_005_03",5,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","QUKE",12.3,"4","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,3,571,788,217,1261,4.84251968503937,0.313410997532595,0.127899892339799,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010065","A01","Ashland","AW14_018_04",18,3,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",17.2,"2","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.77165354330709,0.535934319145155,0.250101818691295,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010098","A01","Ashland","AW14_035_08",35,7,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",16.7,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.5748031496063,0.511225380971867,0.235772364165817,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010093","A01","Ashland","AW14_035_03",35,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",25.9,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,10.1968503937008,1.03168157850626,0.567099787034571,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010109","A01","Ashland","AW14_039_02",39,1,1,80,"Hardwood","A","density","0.1",NA,"NO","ARME",21.4,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,8.4251968503937,0.760200394720491,0.387157344807549,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010041","A01","Ashland","AW14_012_02",12,1,1,83,"Hardwood","A","density","0.1",NA,"NO","ARME",22.6,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,8.89763779527559,0.829544247504451,0.431794229701074,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010022","A01","Ashland","AW14_003_07",3,6,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",12.7,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,5,0.329876977693224,0.136353847812057,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010008","A01","Ashland","AW14_001_05",1,4,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",19.1,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,7.51968503937008,0.633752143169747,0.308408749583462,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010091","A01","Ashland","AW14_033_01",33,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",24,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,4,571,788,217,1261,9.44881889763779,0.9132801956714,0.486947835202088,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010011","A01","Ashland","AW14_002_03",2,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",15.2,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,5.98425196850394,0.439760071045044,0.19532018723106,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010009","A01","Ashland","AW14_001_06",1,5,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",10.5,"4","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,4.13385826771654,0.243315027210971,0.0932048590816497,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010069","A01","Ashland","AW14_021_01",21,1,0,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",21.5,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,8.46456692913386,0.765892098894723,0.390784091705148,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010122","A01","Ashland","AW14_042_05",42,4,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",25.5,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,10.0393700787402,1.00630664871316,0.549718454583607,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010112","A01","Ashland","AW14_039_05",39,4,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",17.4,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.8503937007874,0.545939918599844,0.255951955878098,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010015","A01","Ashland","AW14_002_07",2,6,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",12.9,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,5.07874015748031,0.338228025179688,0.140682273013853,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010049","A01","Ashland","AW14_013_04",13,3,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",19.7,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,7.75590551181102,0.665904600463741,0.328089557922879,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010038","A01","Ashland","AW14_009_03",9,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",17.3,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.81102362204724,0.540928443472128,0.253018433329224,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010014","A01","Ashland","AW14_002_06",2,5,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",17.5,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.88976377952756,0.550968704572115,0.258902386337916,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010108","A01","Ashland","AW14_038_08",38,7,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",13.9,"4","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,5.47244094488189,0.38114456725137,0.163338873679506,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010107","A01","Ashland","AW14_038_07",38,6,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",21.2,"4","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,8.34645669291339,0.748864823474676,0.379954574745185,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010104","A01","Ashland","AW14_038_04",38,3,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",22,"4","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,8.66141732283465,0.794588623424356,0.40917144485731,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010027","A01","Ashland","AW14_005_04",5,3,1,NA,"Hardwood","A","density","0.1",NA,"NO","QUKE",11.3,"4","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,3,571,788,217,1261,4.4488188976378,0.273647549229568,0.107948557425269,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010061","A01","Ashland","AW14_017_03",17,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",17.9,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,7.04724409448819,0.571256168898805,0.270873187286634,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010129","A01","Ashland","AW14_043_08",43,7,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",18.5,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,7.28346456692913,0.602200093840932,0.289336626038046,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010021","A01","Ashland","AW14_003_06",3,5,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",19.4,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,7.63779527559055,0.649753789828802,0.31817306815392,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010105","A01","Ashland","AW14_038_05",38,4,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",20.1,"4","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,7.91338582677165,0.687669472520084,0.341548255034715,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010029","A01","Ashland","AW14_006_02",6,1,1,115,"Hardwood","A","density","0.1",NA,"NO","ARME",21,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,8.26771653543307,0.737593235249194,0.372819436326599,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010128","A01","Ashland","AW14_043_07",43,6,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",16.8,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.61417322834646,0.516132140427898,0.238604439249023,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010092","A01","Ashland","AW14_035_02",35,1,1,120,"Hardwood","A","density","0.1",NA,"NO","ARME",26,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,10.2362204724409,1.03806227943054,0.571487389924673,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010089","A01","Ashland","AW14_031_01",31,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PSME",30,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,4,571,788,217,1261,11.8110236220472,1.30514889783034,0.760855992503263,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010111","A01","Ashland","AW14_039_04",39,3,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",17.7,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.96850393700787,0.561078050822202,0.264853970990386,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010034","A01","Ashland","AW14_008_02",8,1,1,75,"Hardwood","A","density","0.1",NA,"NO","ARME",19,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,7.48031496062992,0.628451569140058,0.305187792548531,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010054","A01","Ashland","AW14_014_05",14,4,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",14.5,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,5.70866141732283,0.407807169792628,0.177744413804234,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010033","A01","Ashland","AW14_007_01",7,1,0,NA,"Conifer","A","density","0.1",NA,"NO","PIPO",46.2,"0","CUT STUMP","2",NA,NA,NA,NA,NA,1990,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,1,571,788,217,1261,18.1889763779528,2.60431321273442,1.80444607182074,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010004","A01","Ashland","AW14_034_01",34,1,0,NA,"Conifer","A","density","0.1","A0104","YES","PSME",10.7,"4","LIVE","1",NA,NA,NA,NA,28,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,4,571,788,217,1261,4.21259842519685,0.250772608651591,0.0967893362018873,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010085","A01","Ashland","AW14_029_03",29,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",14.5,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,5.70866141732283,0.407807169792628,0.177744413804234,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010068","A01","Ashland","AW14_020_03",20,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",17,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,6.69291338582677,0.525998284346066,0.24431931314827,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010001","A01","Ashland","AW14_001_02",1,1,1,100,"Hardwood","A","density","0.1","A0101","YES","ARME",25.4,"3","LIVE","1",NA,NA,NA,NA,50,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,10,1,0.545415391248228,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
"A010016","A01","Ashland","AW14_002_08",2,7,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",18.9,"3","LIVE","1",NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",NA,2011,6,571,788,217,1261,7.44094488188976,0.623167707417467,0.301983743424545,494,299,147,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426
