"site_name","uid","rodne_site_ab","rodne_pid","plot_type","plot_size","rodne_sid","rodne_uid","trid","stid","multistem","rcdm","conifer","corvallis_core","spcd","spcd_mod","diam_cm","capo_num","cond","con_numeric","pith","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","sdi_acre","biostrat","x","y","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith","ci_1911_diam_lower","predicted_1911_diam","ci_1911_diam_upper","diam_in_1911","diam_in_2011","ba_1911_ft2","ba_2011_ft2","include_1911","include_2011","metlen_age"
"Ashland","AW14_006_05","A","A01","density",0.1,NA,"A010032",6,"4",1,NA,"Hardwood","NO","ARME",6,15.8,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,48,75,1963,0,0,0,0,6.22047244094488,0,0.211044544313411,"NO","YES",NA
"Ashland","AW14_007_01","A","A01","density",0.1,NA,"A010033",7,"1",0,NA,"Conifer","NO","PIPO",1,46.2,0,"CUT STUMP",2,NA,1990,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,1990,64,85,95,1905,0.314554752820846,1.89305803037197,8.99051824003847,0.745298437154318,18.1889763779528,0.00302961756570697,1.8044460709995,"YES","NO",NA
"Ashland","AW14_008_02","A","A01","density",0.1,NA,"A010034",8,"1",1,75,"Hardwood","NO","ARME",6,19,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,48,75,1963,0,0,0,0,7.48031496062992,0,0.305187792409635,"NO","YES",NA
"Ashland","AW14_008_03","A","A01","density",0.1,NA,"A010035",8,"2",1,NA,"Hardwood","NO","ARME",6,17.7,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,75,1962,0,0,0,0,6.96850393700787,0,0.264853970869846,"NO","YES",NA
"Ashland","AW14_008_04","A","A01","density",0.1,NA,"A010036",8,"3",1,NA,"Hardwood","NO","ARME",6,20.1,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,48,75,1963,0,0,0,0,7.91338582677165,0,0.34154825487927,"NO","YES",NA
"Ashland","AW14_009_02","A","A01","density",0.1,NA,"A010037",9,"1",1,75,"Hardwood","NO","ARME",6,17.8,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,75,1962,0,0,0,0,7.00787401574803,0,0.267855125061132,"NO","YES",NA
"Ashland","AW14_009_03","A","A01","density",0.1,NA,"A010038",9,"2",1,NA,"Hardwood","NO","ARME",6,17.3,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,75,1962,0,0,0,0,6.81102362204724,0,0.253018433214071,"NO","YES",NA
"Ashland","AW14_011_02","A","A01","density",0.1,NA,"A010039",11,"1",1,54,"Hardwood","NO","ARME",6,24,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,68,75,1943,0,0,0,0,9.44881889763779,0,0.48694783498047,"NO","YES",NA
"Ashland","AW14_011_03","A","A01","density",0.1,NA,"A010040",11,"2",1,NA,"Hardwood","NO","ARME",6,14.2,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,48,75,1963,0,0,0,0,5.59055118110236,0,0.170465558065038,"NO","YES",NA
"Ashland","AW14_012_02","A","A01","density",0.1,NA,"A010041",12,"1",1,83,"Hardwood","NO","ARME",6,22.6,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,64,75,1947,0,0,0,0,8.89763779527559,0,0.431794229504557,"NO","YES",NA
"Ashland","AW14_012_03","A","A01","density",0.1,NA,"A010042",12,"2",1,NA,"Hardwood","NO","ARME",6,12.8,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,76,1962,0,0,0,0,5.03937007874016,0,0.138509606394445,"NO","YES",NA
"Ashland","AW14_012_04","A","A01","density",0.1,NA,"A010043",12,"3",1,NA,"Hardwood","NO","ARME",6,15.6,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,48,75,1963,0,0,0,0,6.14173228346457,0,0.205735460279249,"NO","YES",NA
"Ashland","AW14_012_05","A","A01","density",0.1,NA,"A010044",12,"4",1,NA,"Hardwood","NO","ARME",6,18.3,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,75,1962,0,0,0,0,7.20472440944882,0,0.283114514681614,"NO","YES",NA
"Ashland","AW14_012_06","A","A01","density",0.1,NA,"A010045",12,"5",1,NA,"Hardwood","NO","ARME",6,17.5,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,75,1962,0,0,0,0,6.88976377952756,0,0.258902386220085,"NO","YES",NA
"Ashland","AW14_012_07","A","A01","density",0.1,NA,"A010046",12,"6",1,NA,"Hardwood","NO","ARME",6,11.2,4,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,76,1962,0,0,0,0,4.40944881889764,0,0.106046417395747,"NO","YES",NA
"Ashland","AW14_013_02","A","A01","density",0.1,NA,"A010047",13,"1",1,90,"Hardwood","NO","ARME",6,23.7,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,68,75,1943,0,0,0,0,9.33070866141732,0,0.474850224705174,"NO","YES",NA
"Ashland","AW14_013_03","A","A01","density",0.1,NA,"A010048",13,"2",1,NA,"Hardwood","NO","ARME",6,21.7,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,64,75,1947,0,0,0,0,8.54330708661417,0,0.398088309052003,"NO","YES",NA
"Ashland","AW14_013_04","A","A01","density",0.1,NA,"A010049",13,"3",1,NA,"Hardwood","NO","ARME",6,19.7,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,48,75,1963,0,0,0,0,7.75590551181102,0,0.32808955777356,"NO","YES",NA
"Ashland","AW14_013_05","A","A01","density",0.1,NA,"A010050",13,"4",1,NA,"Hardwood","NO","ARME",6,21.6,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,64,75,1947,0,0,0,0,8.50393700787402,0,0.394427746334181,"NO","YES",NA
"Ashland","AW14_014_02","A","A01","density",0.1,NA,"A010051",14,"1",1,110,"Hardwood","NO","ARME",6,18.5,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,75,1962,0,0,0,0,7.28346456692913,0,0.289336625906364,"NO","YES",NA
"Ashland","AW14_014_03","A","A01","density",0.1,NA,"A010052",14,"2",1,NA,"Hardwood","NO","ARME",6,16,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,48,75,1963,0,0,0,0,6.2992125984252,0,0.21642125999132,"NO","YES",NA
"Ashland","AW14_014_04","A","A01","density",0.1,NA,"A010053",14,"3",1,NA,"Hardwood","NO","ARME",6,17.7,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,75,1962,0,0,0,0,6.96850393700787,0,0.264853970869846,"NO","YES",NA
"Ashland","AW14_014_05","A","A01","density",0.1,NA,"A010054",14,"4",1,NA,"Hardwood","NO","ARME",6,14.5,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,48,75,1963,0,0,0,0,5.70866141732283,0,0.17774441372334,"NO","YES",NA
"Ashland","AW14_014_06","A","A01","density",0.1,NA,"A010055",14,"5",1,NA,"Hardwood","NO","ARME",6,17,3,"LIVE",1,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",970818,"Mid Slope",299,"Douglas-fir - Dry,Cool,Mid Slope",-122.7419046,42.17883426,2011,36,49,75,1962,0,0,0,0,6.69291338582677,0,0.244319313037076,"NO","YES",NA
