"rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","multi_add"
"A12","72","A120111_001_new","Ashland","AW73_072_02_001_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",13.5709664023839,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,0.984251968503937,0.024488944517889,0.00528372217016155,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,1888,"No"
"A12","74","A120117_new","Ashland","AW73_074_02_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",36.3435848222027,0,"CUT STUMP",2,NA,NA,NA,NA,NA,1999,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,9.86133582677165,0.97790619696809,0.530394347513448,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,"Pacific madrone","Other","Medium",0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1999,1999,1910,"No"
"A12","78","A120127_new","Ashland","AW73_078_01_new","1_new",1,55,"Hardwood","A","density",0.1,NA,"NO","ARME",17.3085814030032,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,7.16535433070866,0.586651619863571,0.28002882106309,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,"No"
"A12","79","A120131_new","Ashland","AW73_079_03_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",27.0443869964398,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,2.95275590551181,0.14202476352394,0.0475534995314539,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,1940,"No"
"A12","80","A120133_002_new","Ashland","AW73_080_02_002_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",22.4166122759242,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,0.984251968503937,0.024488944517889,0.00528372217016155,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,1932,"No"
"A15","2","A150014_new","Ashland","AW20_002_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",17.4629686308453,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1069840.625,"Ridge Top",NA,2011,6,564,800,236,991,4.25196850393701,0.254532980033102,0.0986069366284229,214,192,111,"Douglas-fir - Dry,Cool,Ridge Top",-122.7219972,42.15413176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,"No"
"A15","40","A150048_new","Ashland","AW20_040_02_new","1_new",1,65,"Hardwood","A","density",0.1,NA,"NO","ARME",15.4485965973303,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1069840.625,"Ridge Top",NA,2011,6,564,800,236,991,9.60629921259842,0.937755835879853,0.503314692996381,214,192,111,"Douglas-fir - Dry,Cool,Ridge Top",-122.7219972,42.15413176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,"No"
"A17","103","A170118_new","Ashland","AW22_103_02_new","1_new",1,50,"Hardwood","A","density",0.1,NA,"NO","ARME",16.5418557513383,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1405492.5,"Ridge Top",NA,2012,6,544,700,156,1103,6.92913385826772,0.556014761752952,0.261869724708679,437,361,205,"Douglas-fir - Dry,Warm,Ridge Top",-122.72987228,42.15189564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964,"No"
"A17","2","A170012_new","Ashland","AW22_002_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",12.7173684630262,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1405492.5,"Ridge Top",NA,2012,6,544,700,156,1103,2.95275590551181,0.14202476352394,0.0475534995314539,437,361,205,"Douglas-fir - Dry,Warm,Ridge Top",-122.72987228,42.15189564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,"No"
"A17","26","A170032_new","Ashland","AW22_026_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",12.0166482753371,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1405492.5,"Ridge Top",NA,2012,6,544,700,156,1103,4.29133858267717,0.258314300714895,0.100441444965903,437,361,205,"Douglas-fir - Dry,Warm,Ridge Top",-122.72987228,42.15189564,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2012,2012,1960,"No"
"A17","86","A170004_new","Ashland","AW22_086_02_new","1_new",1,120,"Hardwood","A","density",0.1,"A1704","YES","ARME",49.6650396036935,3,"LIVE",1,NA,NA,NA,NA,45,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1405492.5,"Ridge Top",NA,2012,6,544,700,156,1103,5.74803149606299,0.412316412659158,0.180204514846662,437,361,205,"Douglas-fir - Dry,Warm,Ridge Top",-122.72987228,42.15189564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,"No"
"A19","1","A190011_new","Ashland","AW26_001_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",26.2983331447567,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",981117.9375,"Ridge Top",NA,2011,6,564,792,228,1019,6.5748031496063,0.511225380971867,0.235772364165817,105,193,127,"Douglas-fir - Dry,Cool,Ridge Top",-122.71329838,42.14932894,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005,1928,"No"
"A19","22","A190038_new","Ashland","AW26_022_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",24.5512813657304,0,"CUT STUMP",2,NA,NA,NA,NA,NA,1970,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",981117.9375,"Ridge Top",NA,2011,6,564,792,228,1019,8.03149606299213,0.704164815654353,0.351819810933509,105,193,127,"Douglas-fir - Dry,Cool,Ridge Top",-122.71329838,42.14932894,"Pacific madrone","Ridgetop","Medium",0.0497322111706197,0.140333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1970,1970,1893,"No"
"A19","30","A190055_new","Ashland","AW26_030_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",14.2601396997933,0,"CUT STUMP",2,NA,NA,NA,NA,NA,1970,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",981117.9375,"Ridge Top",NA,2011,6,564,792,228,1019,6.5748031496063,0.511225380971867,0.235772364165817,105,193,127,"Douglas-fir - Dry,Cool,Ridge Top",-122.71329838,42.14932894,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1970,1970,1893,"No"
"A19","32","A190060_new","Ashland","AW26_032_04_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",10.9760439287258,0,"CUT STUMP",2,NA,NA,NA,NA,NA,1970,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",981117.9375,"Ridge Top",NA,2011,6,564,792,228,1019,0.31496062992126,0.00395557872694529,0.000541053150224543,105,193,127,"Douglas-fir - Dry,Cool,Ridge Top",-122.71329838,42.14932894,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1970,1970,1879,"No"
"A19","39","A190071_new","Ashland","AW26_039_02_new","1_new",1,35,"Hardwood","A","density",0.1,NA,"NO","ARME",15.3542420194298,0,"CUT STUMP",2,NA,NA,NA,NA,NA,1970,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",981117.9375,"Ridge Top",NA,2011,6,564,792,228,1019,4.80314960629921,0.309344060954229,0.125828673249095,105,193,127,"Douglas-fir - Dry,Cool,Ridge Top",-122.71329838,42.14932894,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,1970,1970,1894,"No"
